Enhancer	Target_gene
TE_9472	TRAF4
TE_9472	NEK8
TE_9455	WSB1
TE_9455	MIR4522
TE_9454	WSB1
TE_9454	MIR4522
TE_9454	LGALS9
TE_9454	SCIMP
TE_9454	NMT1
TE_9454	DCAKD
TE_9434	LOC284191
TE_9434	LINC02090
TE_9434	TNFRSF13B
TE_9425	ULK2
TE_9415	SNORD3B-1
TE_9415	SNORD3B-2
TE_9415	GRAPL
TE_9415	SNORD3A
TE_9415	SNORD3C
TE_9413	LOC79999
TE_9413	LOC388436
TE_9413	SNORD3A
TE_9413	SNORD3C
TE_9412	GRAPL
TE_9412	PRPSAP2
TE_9408	FOXO3B
TE_9408	ZNF286B
TE_9408	TRIM16L
TE_9407	GRAP
TE_9407	GRAPL
TE_9407	FOXO3B
TE_9407	ZNF286B
TE_94	TNFRSF8
TE_9387	UNC119
TE_9387	INCA1
TE_9387	KIF1C
TE_9387	CAMTA2
TE_9387	EVI2B
TE_9387	EVI2A
TE_9375	PIK3R6
TE_9375	PRPSAP2
TE_9375	MPRIP
TE_9375	PIK3R5
TE_937	SNORA73A
TE_937	SNORA73B
TE_937	SNHG3
TE_937	RCC1
TE_937	ZBTB18
TE_937	RAP1A
TE_937	LOC107985184
TE_937	LYPLAL1
TE_937	LYPLAL1-DT
TE_937	PKN2-AS1
TE_937	PKN2
TE_937	RTCA-AS1
TE_937	RTCA
TE_937	IFI44
TE_937	CNIH3
TE_937	WDR26
TE_937	ZNF644
TE_9368	UBB
TE_9368	NCOR1
TE_9368	PIGL
TE_9316	PIK3R6
TE_9311	PIK3R6
TE_9311	SEPTIN9
TE_9311	KRBA2
TE_9311	RPL26
TE_9310	PIK3R5
TE_9310	SEPTIN9
TE_9310	ADPRM
TE_9310	SCO1
TE_9309	KRBA2
TE_9309	RPL26
TE_9301	BORCS6
TE_9301	AURKB
TE_9301	MIR4521
TE_93	RSRP1
TE_9276	AIPL1
TE_9276	PIMREG
TE_9263	RABEP1
TE_9263	MNT
TE_9262	RABEP1
TE_9262	ZNF594
TE_9262	LOC100130950
TE_9262	C1QBP
TE_9262	ZNF232
TE_9262	LOC101928000
TE_9262	USP6
TE_9262	DERL2
TE_9262	MIS12
TE_9257	ARRB2
TE_9257	PELP1
TE_9257	LOC101559451
TE_9248	GGT6
TE_9248	MYBBP1A
TE_9248	ALOX15
TE_9248	SCIMP
TE_9247	UBE2G1
TE_9242	RHBDF2
TE_9240	MIR195
TE_9240	SLC16A13
TE_9240	ALOX12-AS1
TE_9240	RNASEK
TE_9240	RNASEK-C17orf49
TE_9240	MIR497HG
TE_9240	C17orf49
TE_9240	MIR497
TE_9240	SLC16A11
TE_9240	BCL6B
TE_9238	NCBP3
TE_9238	ANKFY1
TE_9238	LOC103021295
TE_9234	P2RX1
TE_9217	PAFAH1B1
TE_9217	LOC101927839
TE_9217	SMG6
TE_9208	DPH1
TE_9208	MIR132
TE_9208	HIC1
TE_9208	OVCA2
TE_9208	MIR212
TE_9208	RTN4RL1
TE_9205	SLC43A2
TE_9204	DPH1
TE_9204	MIR132
TE_9204	HIC1
TE_9204	OVCA2
TE_9204	MIR212
TE_9204	RTN4RL1
TE_9204	PRPF8
TE_9203	BHLHA9
TE_9203	TRARG1
TE_92	ENO1-AS1
TE_92	ENO1
TE_92	SLC35E2A
TE_92	RERE
TE_9197	MIR22HG
TE_9197	WDR81
TE_9197	MIR22
TE_9197	TLCD2
TE_9197	CRK
TE_9195	PITPNA
TE_9195	ABR
TE_9195	CRK
TE_9192	YWHAE
TE_9192	CRK
TE_9192	ABR
TE_9192	BHLHA9
TE_9192	TRARG1
TE_9192	CYTH1
TE_9192	SCIMP
TE_9174	SPG7
TE_9174	TUBB3
TE_9174	MC1R
TE_9174	FANCA
TE_9171	FANCA
TE_9171	ZNF276
TE_9171	SPATA2L
TE_9171	VPS9D1
TE_9171	VPS9D1-AS1
TE_9168	FANCA
TE_9167	ZNF276
TE_9167	SPATA2L
TE_9167	VPS9D1
TE_9167	VPS9D1-AS1
TE_9167	ACSF3
TE_9167	SNORD68
TE_9167	RPL13
TE_9167	ZNF778
TE_9167	RHOT2
TE_9167	STUB1
TE_9167	RHBDL1
TE_9167	JMJD8
TE_9167	METTL26
TE_9167	LOC100287175
TE_9167	LOC105371038
TE_9167	WDR24
TE_9167	MCRIP2
TE_9167	WDR90
TE_9167	LINC02867
TE_9167	FBXL16
TE_9167	WFIKKN1
TE_9167	TUBB3
TE_9167	MC1R
TE_9167	CBFA2T3
TE_9167	USP10
TE_9167	SPG7
TE_9167	PIEZO1
TE_9167	CNOT1
TE_9167	PDXDC1
TE_9167	IL21R
TE_9167	MIR3180-5
TE_9167	PKD1
TE_9167	MIR4516
TE_9167	GSE1
TE_9167	ATF7IP2
TE_9166	LOC100287036
TE_9163	CDT1
TE_9163	APRT
TE_9160	CTRL
TE_9160	PSMB10
TE_9160	LCAT
TE_9151	CYBA
TE_9151	IL17C
TE_9135	ZNF48
TE_9135	MYLPF
TE_9135	SEPTIN1
TE_9135	CD2BP2
TE_9135	TBC1D10B
TE_9135	HERPUD1
TE_9134	SLC7A5
TE_9134	MIR11401
TE_9133	KLHDC4
TE_9133	SLC7A5
TE_9133	MIR11401
TE_9132	SLC7A5
TE_9132	MIR11401
TE_9118	GINS2
TE_9116	GINS2
TE_9113	GSE1
TE_9113	HERPUD1
TE_9112	GSE1
TE_9112	CYBA
TE_9112	IL17C
TE_9112	GINS2
TE_9106	KIAA0513
TE_9097	PSME3IP1
TE_9097	RSPRY1
TE_9075	ACSF3
TE_9075	CCP110
TE_9075	GDE1
TE_906	IFI44
TE_9052	ARHGAP17
TE_9038	GABARAPL2
TE_9036	KARS1
TE_9036	TERF2IP
TE_9036	DPEP3
TE_9036	DPEP2
TE_9033	TMEM170A
TE_9025	WDR59
TE_9025	ZFP1
TE_9025	BCAR1
TE_9025	ZNRF1
TE_9025	NUDT21
TE_9025	OGFOD1
TE_9015	GLG1
TE_9013	PDXDC1
TE_901	IFI44L
TE_901	SLC2A5
TE_8988	AP1G1
TE_8985	AP1G1
TE_8985	ATXN1L
TE_8985	ZNF23
TE_8984	ATXN1L
TE_8984	DHODH
TE_8984	PKD1L3
TE_8975	SNORD111B
TE_8975	SNORD111
TE_8975	COG4
TE_8975	SF3B3
TE_8973	SNORD111B
TE_8973	SNORD111
TE_8973	COG4
TE_8973	SF3B3
TE_8973	DDX19B
TE_8973	AARS1
TE_8973	ZNF821
TE_8973	IST1
TE_8972	ST3GAL2
TE_8972	EXOSC6
TE_8972	DDX19B
TE_8972	AARS1
TE_8970	PDXDC1
TE_896	USP33
TE_896	IFI44
TE_8946	SNTB2
TE_8946	TANGO6
TE_8936	RHOT2
TE_8936	STUB1
TE_8936	RHBDL1
TE_8936	JMJD8
TE_8936	METTL26
TE_8936	LOC100287175
TE_8936	LOC105371038
TE_8936	WDR24
TE_8936	MCRIP2
TE_8936	WDR90
TE_8936	LINC02867
TE_8936	FBXL16
TE_8936	WFIKKN1
TE_8936	ZFP90
TE_8931	CTRL
TE_8931	PSMB10
TE_8931	LCAT
TE_8928	SLC12A4
TE_8925	TSNAXIP1
TE_8925	RANBP10
TE_8925	CTRL
TE_8925	PSMB10
TE_8925	LCAT
TE_8923	NFATC3
TE_8922	RIPOR1
TE_8922	LOC100505942
TE_8914	TRADD
TE_8914	EXOC3L1
TE_8914	NOL3
TE_8914	HSF4
TE_8914	ELMO3
TE_8914	E2F4
TE_8914	FBXL8
TE_8914	MIR328
TE_8914	B3GNT9
TE_8914	KIAA0895L
TE_8914	LRRC36
TE_8914	KCTD19
TE_8911	CIAO2B
TE_8911	RRAD
TE_8911	CES2
TE_8883	ADGRG1
TE_8877	DOK4
TE_8869	HERPUD1
TE_8868	HERPUD1
TE_8867	NLRC5
TE_8867	HERPUD1
TE_8864	NLRC5
TE_8847	AKTIP
TE_8835	CYLD
TE_8835	MIR3181
TE_8827	CYLD
TE_8827	MIR3181
TE_8827	ARHGAP17
TE_8790	IRF8
TE_8790	MIR6774
TE_8759	SLC5A2
TE_8759	TGFB1I1
TE_8748	VKORC1
TE_8748	PRSS53
TE_8748	BCKDK
TE_8748	KAT8
TE_8746	ZNF629
TE_8741	ZNF48
TE_8741	MYLPF
TE_8741	SEPTIN1
TE_8741	CD2BP2
TE_8741	TBC1D10B
TE_8738	SMG1
TE_8738	ZNF771
TE_8738	SMG1P1
TE_8738	RRN3P3
TE_8738	ZNF48
TE_8738	MYLPF
TE_8738	SEPTIN1
TE_8738	CD2BP2
TE_8738	TBC1D10B
TE_8738	ZNF785
TE_8738	PPP4C
TE_8738	ALDOA
TE_8733	BOLA2B
TE_8733	SLX1A
TE_8733	BOLA2
TE_8733	SULT1A3
TE_8733	SLX1B
TE_8733	LOC606724
TE_8733	SLX1A-SULT1A3
TE_8733	SLX1B-SULT1A4
TE_8733	LOC388242
TE_8733	LOC613038
TE_8733	SULT1A4
TE_8733	CORO1A
TE_8727	SPN
TE_8727	SULT1A4
TE_8727	BOLA2B
TE_8727	BOLA2-SMG1P6
TE_8727	BOLA2
TE_8727	SLX1B
TE_8727	SMG1P6
TE_8727	LOC606724
TE_8727	SLX1A-SULT1A3
TE_8727	SLX1B-SULT1A4
TE_8727	LOC388242
TE_8727	LOC613038
TE_8727	SULT1A3
TE_8727	SLX1A
TE_8726	SLC7A5
TE_8726	MIR11401
TE_8726	KIF22
TE_8726	ZG16
TE_8726	SMG1
TE_8726	SMG1P1
TE_8726	RRN3P3
TE_8726	SPN
TE_8726	MVP
TE_8726	MAZ
TE_8726	PRRT2
TE_8726	PAGR1
TE_8726	QPRT
TE_8726	KCTD13
TE_8726	BOLA2B
TE_8726	SLX1A
TE_8726	BOLA2
TE_8726	SULT1A3
TE_8726	SLX1B
TE_8726	LOC606724
TE_8726	SLX1A-SULT1A3
TE_8726	SLX1B-SULT1A4
TE_8726	LOC388242
TE_8726	LOC613038
TE_8726	SULT1A4
TE_8726	CORO1A
TE_8726	INO80E
TE_8726	HIRIP3
TE_8726	PPP4C
TE_8726	ALDOA
TE_8726	CBFA2T3
TE_8716	LOC100505915
TE_8716	RRN3
TE_8716	RRN3P1
TE_8716	SPNS1
TE_8716	LAT
TE_8716	SMG1P1
TE_8716	RRN3P3
TE_8707	EIF3C
TE_8707	EIF3CL
TE_8695	IL21R
TE_8695	MIR3180-5
TE_8695	PKD1
TE_8695	MIR4516
TE_8683	ARHGAP17
TE_8683	ZKSCAN2
TE_8682	TNRC6A
TE_8682	ZNF821
TE_8682	IST1
TE_8682	SMG1
TE_8682	ZKSCAN2
TE_8675	RBBP6
TE_8672	ST3GAL2
TE_8671	NPIPA3
TE_8671	NPIPA2
TE_8670	IL21R
TE_8670	NDUFAB1
TE_8670	ARHGAP17
TE_8670	ZNF267
TE_8670	IRF8
TE_8670	MIR6774
TE_8670	PLK1
TE_8670	NLRC5
TE_8665	ARHGAP17
TE_8653	SMG1
TE_8653	EEF2K
TE_8653	POLR3E
TE_8649	POLR3E
TE_8648	UQCRC2
TE_8646	RRN3P1
TE_8646	SMG1P1
TE_8646	RRN3P3
TE_8646	IL21R
TE_8643	LOC100505915
TE_8643	RRN3
TE_8642	SMG1P1
TE_8642	RRN3P3
TE_8637	LOC101927814
TE_8637	METTL9
TE_8636	SLC7A5
TE_8636	MIR11401
TE_8636	SMG1P1
TE_8636	RRN3P3
TE_8636	SMG1
TE_8636	LOC101927814
TE_8636	METTL9
TE_8636	PHKG2
TE_8636	CCDC189
TE_8636	RNF40
TE_8636	TMEM265
TE_8636	CDR2
TE_8636	LOC440346
TE_8611	RPS15A
TE_8606	MIR3180-5
TE_8606	PKD1
TE_8606	MIR4516
TE_86	LINC01137
TE_86	MIR6732
TE_86	ZC3H12A
TE_8592	MARF1
TE_8592	MIR484
TE_8592	NDE1
TE_857	DENND2D
TE_8569	SMG1P1
TE_8569	RRN3P3
TE_8565	MIR3180-5
TE_8565	PKD1
TE_8565	MIR4516
TE_8555	MIR193BHG
TE_8555	MIR365A
TE_8555	MIR193B
TE_8553	SNX29
TE_8553	NPIPB2
TE_8553	TNFRSF17
TE_8553	MMP25
TE_8553	IL32
TE_8553	MMP25-AS1
TE_8553	BICDL2
TE_8522	GSPT1
TE_8522	XPO6
TE_8520	ZC3H7A
TE_8520	GSPT1
TE_8520	RSL1D1
TE_8520	SNX29
TE_8520	NPIPB2
TE_8520	TNFRSF17
TE_8520	ITGAL
TE_8513	LITAF
TE_8513	RSL1D1
TE_8513	SNX29
TE_8513	NPIPB2
TE_8513	TNFRSF17
TE_8509	RHOT2
TE_8509	STUB1
TE_8509	RHBDL1
TE_8509	JMJD8
TE_8509	METTL26
TE_8509	LOC100287175
TE_8509	LOC105371038
TE_8509	WDR24
TE_8509	MCRIP2
TE_8509	WDR90
TE_8509	LINC02867
TE_8509	FBXL16
TE_8509	WFIKKN1
TE_8509	SNN
TE_8507	SNN
TE_8505	LOC105371083
TE_8505	RMI2
TE_8505	SOCS1
TE_8502	SOCS1
TE_8502	SHCBP1
TE_8500	SOCS1
TE_8500	CIITA
TE_8495	NUBP1
TE_8495	UBE2I
TE_8495	CLEC16A
TE_8495	DEXI
TE_8493	CLEC16A
TE_8493	DEXI
TE_8447	PAM16
TE_8447	ADCY9
TE_8441	TRAP1
TE_8431	MMP25
TE_8431	IL32
TE_8431	MMP25-AS1
TE_8431	BICDL2
TE_8431	FLYWCH1
TE_8431	FLYWCH2
TE_8430	PAQR4
TE_8430	PKMYT1
TE_8430	KREMEN2
TE_8430	LINC00514
TE_8425	ZNF213
TE_8425	ZNF205-AS1
TE_8425	ZNF213-AS1
TE_8425	CASP16P
TE_8420	PDPK1
TE_8420	MIR3178
TE_8420	CEMP1
TE_8418	KCTD5
TE_8418	ERVK13-1
TE_8403	CLCN7
TE_8403	GFER
TE_8403	SYNGR3
TE_8403	NOXO1
TE_8403	TBL3
TE_8403	SNHG9
TE_8403	RNF151
TE_8403	SNORA10
TE_8403	SNORA64
TE_8403	SNORA78
TE_8403	RPS2
TE_8403	RPL3L
TE_8403	NDUFB10
TE_8400	HAGH
TE_8400	FAHD1
TE_8377	LUC7L
TE_8377	FAM234A
TE_8362	B2M
TE_8362	MIR10393
TE_8318	NR2F2
TE_8318	NR2F2-AS1
TE_8318	MIR1469
TE_8296	LINC01578
TE_8285	PRC1
TE_8282	HDDC3
TE_8282	UNC45A
TE_8281	MAN2A2
TE_8280	HDDC3
TE_8280	UNC45A
TE_8280	SV2B
TE_8275	GABARAPL3
TE_8275	ZNF774
TE_8271	SEMA4B
TE_8265	IQGAP1
TE_8265	MIR3174
TE_8265	ZNF710
TE_8265	TTLL13P
TE_8264	MIR5009
TE_8264	AP3S2
TE_8264	IDH2
TE_8264	IDH2-DT
TE_8264	TTLL13P
TE_8264	MIR3174
TE_8264	ZNF710
TE_8264	SEMA4B
TE_8264	GABARAPL3
TE_8264	ZNF774
TE_8261	IDH2
TE_8261	IDH2-DT
TE_8241	ISG20
TE_8219	NEIL1
TE_8219	MIR631
TE_8215	ZNF592
TE_82	RERE-AS1
TE_82	RERE
TE_8197	GALK2
TE_8197	COPS2
TE_8197	NDUFAF4P1
TE_8168	IL16
TE_8156	BCL2A1
TE_8153	ZFAND6
TE_8140	MORF4L1
TE_8124	CIB2
TE_8123	PRC1
TE_8082	C15orf39
TE_8078	COX5A
TE_8078	SCAMP2
TE_8078	C15orf39
TE_8071	MIR4513
TE_8071	CSK
TE_8069	MIR4513
TE_8069	CSK
TE_8064	MIR4513
TE_8064	CSK
TE_8063	ARID3B
TE_8039	PKM
TE_7997	PKM
TE_7989	SMAD3
TE_7989	CHSY1
TE_7989	BLOC1S6
TE_7989	UBE3A
TE_7986	PIAS1
TE_7985	PIAS1
TE_7983	PIAS1
TE_7976	UBE3A
TE_7961	ZFAND6
TE_7960	RPL4
TE_7960	SNAPC5
TE_7960	MIR4512
TE_7960	SNORD18C
TE_7960	SNORD18B
TE_7960	SNORD16
TE_7960	SNORD18A
TE_7960	ZWILCH
TE_7951	DPP8
TE_7951	B2M
TE_7951	MIR10393
TE_7951	GABPB1
TE_7951	GABPB1-AS1
TE_7951	MIR4712
TE_7951	GABPB1-IT1
TE_7938	PIF1
TE_7937	PLEKHO2
TE_7932	OAZ2
TE_7932	DPP8
TE_7932	TRIP4
TE_7932	PCLAF
TE_7932	PLEKHO2
TE_7931	TRIP4
TE_7931	PCLAF
TE_7931	PLEKHO2
TE_7931	PIF1
TE_7931	SPG21
TE_7931	OAZ2
TE_7931	DENND4A
TE_7927	TRIP4
TE_7927	PCLAF
TE_7927	ZNF609
TE_7927	SNX22
TE_7923	SNX22
TE_7916	HERC1
TE_7904	RAB8B
TE_7904	APH1B
TE_7904	RPS27L
TE_7904	CA12
TE_7904	LINC02568
TE_7904	ZNF609
TE_789	TACSTD2
TE_7878	ANXA2
TE_7878	LCMT2
TE_7878	ADAL
TE_7878	HERC1
TE_7869	BNIP2
TE_7838	TMOD3
TE_7795	ARPP19
TE_7786	PDIA3
TE_7786	CATSPER2P1
TE_7785	ARPP19
TE_7785	NUSAP1
TE_7785	OIP5
TE_7781	B2M
TE_7781	MIR10393
TE_7768	AP4E1
TE_7760	GABPB1
TE_7760	GABPB1-AS1
TE_7760	MIR4712
TE_7760	GABPB1-IT1
TE_7713	B2M
TE_7713	MIR10393
TE_7713	TRIM69
TE_7713	LOC100419583
TE_7709	CASC4
TE_7706	CTDSPL2
TE_7704	CASC4
TE_7701	PDIA3
TE_7701	CATSPER2P1
TE_7700	WDR76
TE_7700	MFAP1
TE_7676	MAPKBP1
TE_7665	EIF3J
TE_7665	EIF3J-DT
TE_7665	RPAP1
TE_7661	CHAC1
TE_7655	GOLGA8B
TE_761	MDM4
TE_761	RUNX3
TE_761	EPS15
TE_7604	AQR
TE_7595	HERC1
TE_759	CD58
TE_7572	LOC100288203
TE_7572	FSD2
TE_7572	WHAMM
TE_7567	LOC100288637
TE_7562	KLF13
TE_7559	BCL2A1
TE_7554	FAN1
TE_7545	WHAMMP1
TE_7545	LINC02256
TE_7535	LOC100289656
TE_7535	PDCD6IPP2
TE_7535	LOC100288203
TE_7533	HERC2
TE_7512	FSD2
TE_7512	WHAMM
TE_7510	NIPA2
TE_7510	CYFIP1
TE_7510	CASC4
TE_7510	LOC283683
TE_7508	LOC283683
TE_7498	HERC2
TE_7493	SAMD15
TE_7493	TMED8
TE_7427	TRAF3
TE_7426	EVL
TE_7424	CDC42BPB
TE_7424	AMN
TE_7419	TRAF3
TE_7419	PPP2R5C
TE_7418	TRAF3
TE_7417	MOK
TE_7392	DEGS2
TE_7340	UBR7
TE_7340	GON7
TE_7340	SGPP1
TE_7316	ITPK1
TE_7316	UBR7
TE_7316	GON7
TE_7303	XRCC3
TE_7303	ZFYVE21
TE_725	EPS15
TE_725	LAPTM5
TE_723	KPNA6
TE_723	MCOLN2
TE_723	KTI12
TE_7219	GSTZ1
TE_7219	POMT2
TE_7219	VCPKMT
TE_7211	IRF2BPL
TE_7211	CIPC
TE_7201	AKAP5
TE_7187	TMED10
TE_7175	ACYP1
TE_7175	ZC2HC1C
TE_716	VPS72
TE_716	PIP5K1A
TE_7159	ACOT6
TE_7154	HEATR4
TE_7154	ACOT2
TE_7154	ACOT6
TE_7130	SOCS4
TE_7130	WDHD1
TE_7120	PPM1A
TE_7119	GTF2A1
TE_7119	LOC101928504
TE_7116	SLC39A9
TE_7116	ERH
TE_7116	RTRAF
TE_7116	DCAF5
TE_7110	SIPA1L1
TE_7068	FUT8
TE_7068	FUT8-AS1
TE_706	CCDC18-AS1
TE_706	DR1
TE_7053	GPHN
TE_7041	TMX1
TE_7040	FUT8
TE_7040	FUT8-AS1
TE_7038	MAX
TE_7038	CHURC1
TE_7038	CHURC1-FNTB
TE_7024	ZBTB1
TE_7024	ZBTB25
TE_7024	MTHFD1
TE_7024	ESR2
TE_7024	TEX21P
TE_7012	SRP54-AS1
TE_7012	SRP54
TE_7008	SGPP1
TE_7008	PPM1A
TE_6971	LINC02322
TE_6969	DHRS7
TE_6932	MAPK1IP1L
TE_6923	CNIH1
TE_6875	RDH11
TE_6875	RDH12
TE_6860	NEMF
TE_6860	RN7SL2
TE_6860	RN7SL3
TE_6860	DNAAF2
TE_6860	MGAT2
TE_6860	RPL36AL
TE_6859	DNAAF2
TE_6859	MGAT2
TE_6859	RPL36AL
TE_6846	PSMA6
TE_681	UQCRH
TE_681	LRRC41
TE_681	NSUN4
TE_680	NSUN4
TE_679	NSUN4
TE_6761	HECTD1
TE_676	TMEM69
TE_676	GPBP1L1
TE_6731	TGM1
TE_6731	RABGGTA
TE_6731	KHNYN
TE_6731	SDR39U1
TE_6731	LOC101927045
TE_6731	CBLN3
TE_6725	DHRS4L2
TE_6716	REM2
TE_6716	LRP10
TE_6716	MIR4707
TE_6716	HAUS4
TE_6716	PSMB5
TE_6716	PSMB11
TE_6715	SLC7A7
TE_6715	MMP14
TE_6715	MRPL52
TE_6709	SLC39A2
TE_6709	LOC101929718
TE_6709	METTL17
TE_6701	HNRNPC
TE_6693	RNASE4
TE_6693	ANG
TE_6681	UPF3A
TE_6681	MIR4502
TE_6647	ANKRD10
TE_664	AKR1A1
TE_664	PRDX1
TE_664	MUTYH
TE_664	HPDL
TE_664	TOE1
TE_6576	GPR183
TE_6561	USPL1
TE_6561	HMGB1
TE_6561	LINC01232
TE_6561	LINC00449
TE_6561	TM9SF2
TE_6553	TGDS
TE_6553	GPR180
TE_654	SCNM1
TE_654	SEMA6C
TE_654	TMOD4
TE_654	TNFAIP8L2-SCNM1
TE_654	TNFAIP8L2
TE_654	LYSMD1
TE_654	SLAMF1
TE_654	SNORD55
TE_654	SNORD46
TE_654	SNORD38A
TE_654	SNORD38B
TE_654	BEST4
TE_654	RPS8
TE_6539	ABCC4
TE_6537	LRCH1
TE_6466	STARD13
TE_6466	MBNL2
TE_645	KDM4A
TE_643	LOC101928728
TE_643	ARID1A
TE_642	SRRM1
TE_6411	PCDH8
TE_633	KDM4A-AS1
TE_633	ST3GAL3
TE_6302	SLC25A30
TE_6302	SLC25A30-AS1
TE_6252	LRCH1
TE_6240	KBTBD7
TE_6237	EXOSC8
TE_6237	ALG5
TE_6237	SLC25A15
TE_6236	SUGT1
TE_6236	MIR621
TE_6236	LCP1
TE_6232	SLC25A15
TE_6232	LRCH1
